Election ,JURISDICTION,City/District #,Position_Type,Number_of_Muslims,Impact,Vote_Difference,Name_1,Votes_1,Name_2,Votes_2
General_2023,City Council,FAIRFIELD,Pos. 2,0,< 25%,200,Brady Collinson,201,Write-In,1
General_2023,City Council,FAIRFIELD,Pos. 3,0,< 25%,57,Cynthia Davidson,138,Diane Kooyman,81
General_2023,City Council,FAIRFIELD,Pos. 4,0,< 25%,39,Bill Enzler,124,Write-In,85
General_2023,City Council,FAIRFIELD,Pos. 5,0,< 25%,169,Amanda Blood,177,Write-In,8
General_2023,City Council,FARMINGTON,Pos. 1,0,< 25%,46,Lavon Walser,48,Write-In,2
General_2023,City Council,FARMINGTON,Pos. 2,0,< 25%,36,Haleigh Varney,40,Write-In,4
General_2023,City Council,FARMINGTON,Pos. 4,0,< 25%,45,Ben Smith,47,Write-In,2
General_2023,City Council,FEDERAL WAY,Pos. 5,974,> 50%,1412,Jack Walsh,7094,Katherine Festa,5682
General_2023,City Council,FEDERAL WAY,Pos. 1,974,25-50%,3722,Lydia Assefa-Dawson,8115,Mark Greene,4393
General_2023,City Council,FEDERAL WAY,Pos. 3,974,25-50%,2283,Susan Honda,7533,Roger Flygare,5250
General_2023,City Council,FEDERAL WAY,Pos. 7,974,25-50%,3060,Linda Kochmar,7868,Denise Yun,4808
General_2023,City Council,FERNDALE,Pos. 1,51,< 25%,1471,Herb Porter,2923,Matthew Durkee,1452
General_2023,City Council,FERNDALE,Pos. 2,51,< 25%,3315,Ali Hawkinson,3385,Write-In,70
General_2023,City Council,FERNDALE,Pos. 3,51,< 25%,3497,Erin Gunter,3532,Write-In,35
General_2023,City Council,FERNDALE,Pos. 4,51,< 25%,220,McKenna Pinto-Gonzalez,2328,Wyatt Shedd Stewart,2108
General_2023,City Council,FIFE,Pos. 1,54,< 25%,288,Bryan Yambe,679,Barry D. Johnson,391
General_2023,City Council,FIFE,Pos. 2,54,< 25%,800,Dee-Dee Gethers,825,Write-In,25
General_2023,City Council,FIFE,Pos. 4,54,< 25%,827,Pat Hulcey,844,Write-In,17
General_2023,City Council,FIFE,Pos. 5,54,< 25%,795,Kim Roscoe,821,Write-In,26
General_2023,City Council,FIFE,Pos. 6,54,> 50%,12,Joey Murphy,527,Abigail Drivdahl,515
General_2023,City Council,FIRCREST,Pos. 3,42,< 25%,299,Brett L. Wittner,1231,Teresa Berg,932
General_2023,City Council,FIRCREST,Pos. 4,42,< 25%,311,Karen Mauer-Smith,1248,Brian Rybolt,937
General_2023,City Council,FIRCREST,Pos. 5,42,< 25%,497,Hunter T. George,1353,Vince Navarre,856
General_2023,City Council,FORD,Pos. 2,2,< 25%,109,Walt Whitman,110,Write-In,1
General_2023,City Council,FORD,Pos. 3,2,< 25%,89,Clinton Stevenson,96,Write-In,7
General_2023,City Council,FORD,Pos. 4,2,< 25%,85,Micki L Harnois,92,Write-In,7
General_2023,City Council,FORD,Pos. 5,2,< 25%,92,Kevin Willms,97,Write-In,5
General_2023,City Council,FORKS,Pos. 1,2,< 25%,288,Nettie Grant,303,Write-In,15
General_2023,City Council,FORKS,Pos. 4,2,< 25%,338,Jeff Gingell,344,Write-In,6
General_2023,City Council,FORKS,Pos. 5,2,< 25%,294,Hickory Grant,308,Write-In,14
General_2023,City Council,FRIDAY HARBOR,Pos. 1,4,< 25%,477,Steve Hushebeck,485,Write-In,8
General_2023,City Council,FRIDAY HARBOR,Pos. 2,4,< 25%,327,Richard Geffen,471,Noel Monin,144
General_2023,City Council,FRIDAY HARBOR,Pos. 5,4,< 25%,493,Barbara Starr,506,Write-In,13
General_2023,City Council,GARFIELD,Pos. 1,0,< 25%,138,Craig Mitzimberg,143,Write-In,5
General_2023,City Council,GARFIELD,Pos. 2,0,< 25%,39,Jason Bankus,105,Neal Leon,66
General_2023,City Council,GARFIELD,Pos. 3,0,< 25%,151,Roni Mundell,153,Write-In,2
General_2023,City Council,GEORGE,Pos. 1,0,< 25%,23,Brulee Hoskins T&#246;fflemoyer,40,Gerene Nelson,17
General_2023,City Council,GEORGE,Pos. 5,0,< 25%,25,Patty Neff-Carroll,41,Kenneth Entzel,16
General_2023,City Council,GIG HARBOR,Pos. 4,96,< 25%,437,Mary Barber,2250,Ed Nadler,1813
General_2023,City Council,GIG HARBOR,Pos. 5,96,< 25%,2940,Ben Coronado,3010,Write-In,70
General_2023,City Council,GIG HARBOR,Pos. 6,96,< 25%,2900,Le Rodenberg,2967,Write-In,67
General_2023,City Council,GOLD BAR,Pos. 2,1,< 25%,313,Lee Russell,323,Write-In,10
General_2023,City Council,GOLD BAR,Pos. 4,1,< 25%,310,Charles R. (Chuck) Lie,318,Write-In,8
General_2023,City Council,GOLD BAR,Pos. 5,1,< 25%,307,Jordan M. Sears,317,Write-In,10
General_2023,City Council,GOLDENDALE,Pos. 1,1,< 25%,543,Andy Halm,565,Write-In,22
General_2023,City Council,GOLDENDALE,Pos. 2,1,< 25%,229,Theone Wheeler,470,Filiberto Ontiveros Jr,241
General_2023,City Council,GOLDENDALE,Pos. 3,1,< 25%,514,Loren Meagher,527,Write-In,13
General_2023,City Council,GOLDENDALE,Pos. 5,1,< 25%,303,Danielle Clevidence,518,Darlene Williamson,215
General_2023,City Council,GRAND COULEE,Pos. 1,2,< 25%,133,Anita Eylar,136,Write-In,3
General_2023,City Council,GRAND COULEE,Pos. 3,2,< 25%,139,Gary Carriere,141,Write-In,2
General_2023,City Council,GRAND COULEE,Pos. 4,2,< 25%,138,Ruth Dalton,139,Write-In,1
General_2023,City Council,GRAND COULEE,Pos. 5,2,< 25%,133,Mark Nash,134,Write-In,1
General_2023,City Council,GRANDVIEW,Pos. 3,2,< 25%,67,Steve Barrientes,587,Juan Rodriguez,520
General_2023,City Council,GRANDVIEW,Pos. 4,2,< 25%,115,Robert G. Ozuna,611,Mindie Pena,496
General_2023,City Council,GRANDVIEW,Pos. 5,2,< 25%,940,Bill Moore,968,Write-In,28
General_2023,City Council,GRANDVIEW,Pos. 6,2,< 25%,383,David S. Diaz,734,Miguel Gonzalez,351
General_2023,City Council,GRANDVIEW,Pos. 7,2,< 25%,536,Laura Flores,749,Write-In,213
General_2023,City Council,GRANGER,Pos. 4,1,< 25%,73,Judi Montes,178,Juan (Johnny) Isiordia,105
General_2023,City Council,GRANGER,Pos. 5,1,< 25%,77,Alfredo Reyes,161,Magalie Roman-Estrada,84
General_2023,City Council,GRANITE FALLS,Pos. 4,16,< 25%,717,Bruce Straughn,735,Write-In,18
General_2023,City Council,GRANITE FALLS,Pos. 5,16,< 25%,427,Matt Hartman,640,Justin Thoreson,213
General_2023,City Council,HARRAH,Pos. 4,0,< 25%,37,Avelina Garcia,37,Write-In,0
General_2023,City Council,HARRAH,Pos. 5,0,< 25%,37,Kathryn Henry,38,Write-In,1
General_2023,City Council,HARRINGTON,Pos. 3,0,< 25%,134,Stephen Hardy,134,Write-In,0
General_2023,City Council,HARRINGTON,Pos. 4,0,< 25%,102,"Kristine ""Kris"" Moritz",111,Write-In,9
General_2023,City Council,HARRINGTON,Pos. 5,0,< 25%,40,Gavin Wagner,98,Kelly A Foreman,58
General_2023,City Council,HARTLINE,Pos. 1,0,< 25%,27,Mark Frye,29,Write-In,2
General_2023,City Council,HARTLINE,Pos. 3,0,< 25%,32,Jacob D Johnson,32,Write-In,0
General_2023,City Council,HARTLINE,Pos. 4,0,< 25%,32,David Philp,32,Write-In,0
General_2023,City Council,HARTLINE,Pos. 5,0,< 25%,34,Matthew Baergen,34,Write-In,0
General_2023,City Council,HATTON,Pos. 2,0,< 25%,2,Barbara Pence,16,Write-In,14
General_2023,City Council,HATTON,Pos. 4,0,< 25%,2,Eric Rawson,16,Write-In,14
General_2023,City Council,HATTON,Pos. 5,0,< 25%,2,Linda Anderson,16,Write-In,14
General_2023,City Council,HOQUIAM,Pos. 1,3,< 25%,164,Brandon Pauley,164,Write-In,0
General_2023,City Council,HOQUIAM,Pos. 11,3,< 25%,120,Dave Hinchen,123,Write-In,3
General_2023,City Council,HOQUIAM,Pos. 2,3,< 25%,164,Mary V. Thornton,165,Write-In,1
General_2023,City Council,HOQUIAM,Pos. 3,3,< 25%,112,Steven Puvogel,118,Write-In,6
General_2023,City Council,HOQUIAM,Pos. 5,3,< 25%,184,"Richard P. Brooks, Jr.",188,Write-In,4
General_2023,City Council,HOQUIAM,Pos. 8,3,< 25%,50,Greg Larsen,111,Maxwell Davis,61
General_2023,City Council,HOQUIAM,Pos. 9,3,< 25%,162,Brenda Carlstrom,164,Write-In,2
General_2023,City Council,HUNTS POINT,Pos. 2,11,< 25%,92,Ernest A. Norehad,97,Write-In,5
General_2023,City Council,HUNTS POINT,Pos. 4,11,< 25%,86,Patrick Finnelly,91,Write-In,5
General_2023,City Council,ILWACO,Pos. 4,0,< 25%,124,Matt Lessnau,234,Richard Rubio,110
General_2023,City Council,ILWACO,Pos. 5,0,< 25%,147,Josh Phillips,233,Val Perkins,86
General_2023,City Council,INDEX,Pos. 2,2,< 25%,62,Jon Jackson,65,Write-In,3
General_2023,City Council,INDEX,Pos. 5,2,< 25%,62,Alysse Hotz,67,Write-In,5
General_2023,City Council,INDEX,Pos. 4,2,25-50%,8,Scott MacDonald,43,Chad Walker,35
General_2023,City Council,IONE,Pos. 1,0,< 25%,74,Mike Shipley,80,Write-In,6
General_2023,City Council,IONE,Pos. 3,0,< 25%,59,Michael Piccirilli,69,Write-In,10
General_2023,City Council,IONE,Pos. 4,0,< 25%,70,Sharon A Shipley,76,Write-In,6
General_2023,City Council,ISSAQUAH,Pos. 2,369,< 25%,2544,Zach Hall,4987,Landon Halverson,2443
General_2023,City Council,ISSAQUAH,Pos. 4,369,< 25%,5990,Lindsey Walsh,6605,Mike Palm,615
General_2023,City Council,ISSAQUAH,Pos. 6,369,< 25%,4339,Victoria Hunt,5873,Sam Sheehan,1534
General_2023,City Council,KAHLOTUS,Pos. 2,0,< 25%,14,Michael Robitaille,22,Write-In,8
General_2023,City Council,KAHLOTUS,Pos. 4,0,< 25%,10,James C Hagans,19,Write-In,9
General_2023,City Council,KAHLOTUS,Pos. 5,0,< 25%,27,Maria Cruzan,28,Write-In,1
General_2023,City Council,KAHLOTUS,Pos. 6,0,< 25%,4,Write-In,17,Shirley L. Ayers,13
General_2023,City Council,KALAMA,Pos. 3,2,< 25%,172,Wendy Conradi,528,Spenser Gwynne,356
General_2023,City Council,KALAMA,Pos. 4,2,< 25%,160,Steve Kallio,519,Lynn Hughes,359
General_2023,City Council,KALAMA,Pos. 5,2,< 25%,15,Deb Geiger,437,Rob Gibbs,422
General_2023,City Council,KELSO,Pos. 5,23,< 25%,556,Keenan Harvey,1108,Garrett Colkitt,552
General_2023,City Council,KELSO,Pos. 6,23,< 25%,1284,Lisa Knight Alexander,1334,Write-In,50
General_2023,City Council,KELSO,Pos. 7,23,< 25%,318,Veryl A. Anderson,1007,Scott Olson,689
General_2023,City Council,KELSO,Pos. 4,23,> 50%,4,Jim Hill,840,Aaron Bunn,836
General_2023,City Council,KENMORE,Pos. 1,220,< 25%,1160,Melanie O'Cain,3646,Kara Macias,2486
General_2023,City Council,KENMORE,Pos. 5,220,> 50%,70,Jon Culver,3090,David Baker,3020
General_2023,City Council,KENMORE,Pos. 7,220,> 50%,249,Nathan Loutsis,3167,Corina Pfeil,2918
General_2023,City Council,KENMORE,Pos. 3,220,25-50%,708,Valerie Sasson,3400,Josh Kurcinka,2692
General_2023,City Council,KENNEWICK,Pos. 5,303,< 25%,9556,Chuck Torelli,9693,Write-In,137
General_2023,City Council,KENNEWICK,Pos. 6,303,< 25%,8537,Brad Beauchamp,8817,Write-In,280
General_2023,City Council,KENNEWICK,Pos. 7,303,25-50%,991,James (Jim) Millbauer,6857,Ted Owens,5866
General_2023,City Council,KENT,Pos. 5,2582,< 25%,12009,Bill Boyce,12458,Write-In,449
General_2023,City Council,KENT,Pos. 3,2582,> 50%,2770,John Boyd,9274,Kelly Wiggans-Crawford,6504
General_2023,City Council,KENT,Pos. 1,2582,25-50%,9362,Marli Larimer,12465,Jessie Ramsey,3103
General_2023,City Council,KENT,Pos. 7,2582,25-50%,5884,Zandria Michaud,10704,Darryl Jones,4820
General_2023,City Council,KIRKLAND,Pos. 6,1345,< 25%,8542,Amy Falcone,14192,"&quot;Ryan James"" Turok",5650
General_2023,City Council,KIRKLAND,Pos. 4,1345,> 50%,959,John Tymczyszyn,10701,Toby Nixon,9742
General_2023,City Council,KIRKLAND,Pos. 2,1345,25-50%,3812,Kelli Curtis,11986,Catie Malik,8174
General_2023,City Council,KITTITAS,Pos. 1,1,< 25%,41,Lou Whitford Tyler,116,Sean Crabb,75
General_2023,City Council,KITTITAS,Pos. 3,1,< 25%,27,Jerry Lael,116,Tina Welker,89
General_2023,City Council,KITTITAS,Pos. 4,1,< 25%,140,Tyrul L McGuffin,146,Write-In,6
General_2023,City Council,KITTITAS,Pos. 5,1,< 25%,130,Nancy Shuda,138,Write-In,8
General_2023,City Council,KRUPP,Pos. 1,0,< 25%,12,Cecily Hendricks,12,Write-In,0
General_2023,City Council,KRUPP,Pos. 2,0,< 25%,12,Paul Friend,12,Write-In,0
General_2023,City Council,KRUPP,Pos. 3,0,< 25%,13,Paula Horton,13,Write-In,0
General_2023,City Council,KRUPP,Pos. 4,0,< 25%,11,Jasper Hendricks,12,Write-In,1
General_2023,City Council,LA CENTER,Pos. 4,18,< 25%,395,Myrna Leija,713,Crystal Harvey,318
General_2023,City Council,LA CENTER,Pos. 5,18,< 25%,229,Elizabeth M. Cerveny,627,Linda Tracy,398
General_2023,City Council,LA CONNER,Pos. 1,3,< 25%,275,Annie Taylor,280,Write-In,5
General_2023,City Council,LA CONNER,Pos. 5,3,< 25%,281,Mary Wohleb,286,Write-In,5
General_2023,City Council,LACEY,Pos. 1,143,< 25%,9241,Malcolm Miller,9480,Write-In,239
General_2023,City Council,LACEY,Pos. 2,143,< 25%,1366,Lenny Greenstein,6340,Spencer Zeman,4974
General_2023,City Council,LACEY,Pos. 3,143,< 25%,3153,Nicolas Dunning,7133,Ed Kunkel,3980
General_2023,City Council,LACROSSE,Pos. 1,0,< 25%,105,Tom Cauley,105,Write-In,0
General_2023,City Council,LACROSSE,Pos. 2,0,< 25%,95,Kenneth (Kenny) Spain,95,Write-In,0
General_2023,City Council,LAKE FOREST PARK,Pos. 2,79,< 25%,3669,Lorri Bodi,3706,Write-In,37
General_2023,City Council,LAKE FOREST PARK,Pos. 4,79,< 25%,3326,Ellyn Saunders,4052,Nigel Keiffer,726
General_2023,City Council,LAKE FOREST PARK,Pos. 6,79,25-50%,258,Paula Goode,2526,Stephanie Angelis,2268
General_2023,City Council,LAKE STEVENS,Pos. 3,213,< 25%,6059,Ryan Donoghue,6229,Write-In,170
General_2023,City Council,LAKE STEVENS,Pos. 5,213,< 25%,5952,Anji Jorstad,6156,Write-In,204
General_2023,City Council,LAKE STEVENS,Pos. 4,213,25-50%,788,Kymm Shipman,4486,Gloria Ngezaho,3698
General_2023,City Council,LAKEWOOD,Pos. 4,95,< 25%,707,Ryan Pearson,4839,Paul Wagemann,4132
General_2023,City Council,LAKEWOOD,Pos. 6,95,< 25%,4433,Trestin Lauricella,6593,Jimmy Davidson,2160
General_2023,City Council,LAKEWOOD,Pos. 7,95,< 25%,7108,Paul Bocchi,7262,Write-In,154
General_2023,City Council,LAMONT,Pos. 3,0,< 25%,16,Ronald Bogner,17,Write-In,1
General_2023,City Council,LAMONT,Pos. 4,0,< 25%,16,Catherine J Ulrich,17,Write-In,1
General_2023,City Council,LAMONT,Pos. 5,0,< 25%,16,Debby Spencer,17,Write-In,1
General_2023,City Council,LANGLEY,Pos. 3,4,< 25%,496,Chris Carlson,595,Kay Kenneweg,99
General_2023,City Council,LANGLEY,Pos. 4,4,< 25%,428,Craig Cyr,561,Scott Chaplin,133
General_2023,City Council,LATAH,Pos. 2,0,< 25%,26,Larry La Bolle,40,Mahala Groves,14
General_2023,City Council,LATAH,Pos. 3,0,< 25%,45,Diane Long,46,Write-In,1
General_2023,City Council,LATAH,Pos. 5,0,< 25%,43,Corinna Cumor,46,Write-In,3
General_2023,City Council,LEAVENWORTH,Pos. 1,1,< 25%,160,Travis McMaster,573,Marco Aurilio,413
General_2023,City Council,LEAVENWORTH,Pos. 2,1,< 25%,718,Zeke Reister,729,Write-In,11
General_2023,City Council,LEAVENWORTH,Pos. 3,1,< 25%,761,Anne Hessburg,773,Write-In,12
General_2023,City Council,LEAVENWORTH,Pos. 4,1,< 25%,241,Rhona Baron,615,Tibor Lak,374
General_2023,City Council,LEAVENWORTH,Pos. 7,1,< 25%,323,Shane Thayer,665,Polly McIntyre,342
General_2023,City Council,LIBERTY LAKE,Pos. 1,15,< 25%,621,Linda M. Ball,2161,Phil Folyer,1540
General_2023,City Council,LIBERTY LAKE,Pos. 3,15,< 25%,1440,Dan Dunne,2576,Larry Marshall,1136
General_2023,City Council,LIBERTY LAKE,Pos. 4,15,< 25%,214,Jed Spencer,1971,Travis L. Scott,1757
General_2023,City Council,LIBERTY LAKE,Pos. 5,15,< 25%,616,Annie Kurtz,2165,Mike Behary,1549
General_2023,City Council,LIBERTY LAKE,Pos. 6,15,< 25%,499,Mike T Kennedy,2093,Michael Hamblet,1594
General_2023,City Council,LIBERTY LAKE,Pos. 7,15,< 25%,582,Wendy Van Orman,2123,Teresa Tapao-Hunt,1541
General_2023,City Council,LIND,Pos. 4,0,< 25%,64,Jamie Schmunk,133,Myra J. Horton,69
General_2023,City Council,LIND,Pos. 5,0,< 25%,108,Jim Weidemann,155,James N. Dworshak,47
General_2023,City Council,LONG BEACH,Pos. 1,1,< 25%,364,Mark Perez,375,Write-In,11
General_2023,City Council,LONG BEACH,Pos. 2,1,< 25%,367,Larry Phelps,373,Write-In,6
General_2023,City Council,LONG BEACH,Pos. 3,1,< 25%,362,Ralph Provenzano,368,Write-In,6
General_2023,City Council,LONGVIEW,Pos. 1,31,< 25%,276,Kalei LaFave,4387,Mike Wallin,4111
General_2023,City Council,LONGVIEW,Pos. 2,31,< 25%,394,Keith Young,4412,Ramona Leber,4018
General_2023,City Council,LONGVIEW,Pos. 3,31,< 25%,1214,Erik Halvorson,4772,Christopher Ortiz,3558
General_2023,City Council,LONGVIEW,Pos. 4,31,< 25%,697,Ruth Kendall,4540,Randy E. Knox,3843
General_2023,City Council,LYMAN,Pos. 3,0,< 25%,73,Mike Swanson,75,Write-In,2
General_2023,City Council,LYMAN,Pos. 4,0,< 25%,43,Mike Couch,69,Erica Hanshaw,26
General_2023,City Council,LYMAN,Pos. 5,0,< 25%,75,Ronny Hodgin,76,Write-In,1
General_2023,City Council,LYNDEN,Pos. 1,6,< 25%,4186,Gary L. Bode,4254,Write-In,68
General_2023,City Council,LYNDEN,Pos. 2,6,< 25%,4262,Lee Beld,4319,Write-In,57
General_2023,City Council,LYNDEN,Pos. 3,6,< 25%,4212,Gary A. Vis,4249,Write-In,37
General_2023,City Council,LYNDEN,Pos. 4,6,< 25%,4157,Brent Lenssen,4190,Write-In,33
General_2023,City Council,LYNNWOOD,Pos. 4,1614,> 50%,1852,Nick Coelho,4411,Jim Smith,2559
General_2023,City Council,LYNNWOOD,Pos. 5,1614,> 50%,1824,Julieta Altamirano Crosby,4328,Robert Leutwyler,2504
General_2023,City Council,LYNNWOOD,Pos. 6,1614,25-50%,5247,George Hurst,5526,Write-In,279
General_2023,City Council,LYNNWOOD,Pos. 7,1614,25-50%,3828,David Parshall,5258,Derek Hanusch,1430
General_2023,City Council,MABTON,Pos. 2,1,< 25%,19,Sophia G. Sotelo,95,Antonio Moreno,76
General_2023,City Council,MABTON,Pos. 3,1,< 25%,11,Mary D. Alvarado,91,Ann M. Morales,80
General_2023,City Council,MABTON,Pos. 4,1,< 25%,21,Vera C. Zavala,95,Write-In,74
General_2023,City Council,MABTON,Pos. 5,1,< 25%,10,Arturo De La Fuente,87,Write-In,77
General_2023,City Council,MALDEN,Pos. 2,1,< 25%,29,Danielle Roth,30,Write-In,1
General_2023,City Council,MALDEN,Pos. 4,1,< 25%,28,Robert Law,29,Write-In,1
General_2023,City Council,MALDEN,Pos. 5,1,< 25%,28,Lori Dickinson,29,Write-In,1
General_2023,City Council,MANSFIELD,Pos. 1,0,< 25%,107,Jaci Bayless,108,Write-In,1
General_2023,City Council,MANSFIELD,Pos. 3,0,< 25%,108,Mikki L Lamar,109,Write-In,1
General_2023,City Council,MANSFIELD,Pos. 5,0,< 25%,117,Keldon Jardine,117,Write-In,0
General_2023,City Council,MAPLE VALLEY,Pos. 1,181,< 25%,4155,Sean P. Kelly,4281,Write-In,126
General_2023,City Council,MAPLE VALLEY,Pos. 2,181,< 25%,4133,Didem Pierson,4213,Write-In,80
General_2023,City Council,MAPLE VALLEY,Pos. 3,181,< 25%,3813,Leslie Burberry,3936,Write-In,123
General_2023,City Council,MAPLE VALLEY,Pos. 5,181,< 25%,4140,Syd Dawson,4206,Write-In,66
General_2023,City Council,MAPLE VALLEY,Pos. 7,181,< 25%,4158,John Herbert,4213,Write-In,55
General_2023,City Council,MARCUS,Pos. 2,0,< 25%,33,Sharon DePaulo,37,Write-In,4
General_2023,City Council,MARCUS,Pos. 4,0,< 25%,41,Dan Bentley,41,Write-In,0
General_2023,City Council,MARCUS,Pos. 5,0,< 25%,35,Janet Worden,37,Write-In,2
General_2023,City Council,MARYSVILLE,Pos. 1,310,< 25%,10091,Peter Condyles,10259,Write-In,168
General_2023,City Council,MARYSVILLE,Pos. 5,310,< 25%,9909,Kelly Richards,10079,Write-In,170
General_2023,City Council,MARYSVILLE,Pos. 6,310,< 25%,9077,Stephen Muller,9354,Write-In,277
General_2023,City Council,MARYSVILLE,Pos. 7,310,< 25%,9889,Kamille Norton,10031,Write-In,142
General_2023,City Council,MATTAWA,Pos. 1,0,< 25%,93,Sun M Hwang,95,Write-In,2
General_2023,City Council,MATTAWA,Pos. 2,0,< 25%,91,Brian Berghout,94,Write-In,3
General_2023,City Council,MATTAWA,Pos. 5,0,< 25%,94,Alexander Heredia,96,Write-In,2
General_2023,City Council,MATTAWA,Pos. 6,0,< 25%,31,Fabiola Hernandez,72,Amanda S. Havens,41
General_2023,City Council,MCCLEARY,Pos. 1,0,< 25%,258,Jacob Simmons,269,Write-In,11
General_2023,City Council,MCCLEARY,Pos. 2,0,< 25%,254,Brycen Huff,267,Write-In,13
General_2023,City Council,MEDICAL LAKE,Pos. 2,2,< 25%,802,Ted Olson,834,Write-In,32
General_2023,City Council,MEDICAL LAKE,Pos. 5,2,< 25%,823,Lance Speirs,841,Write-In,18
General_2023,City Council,MEDICAL LAKE,Pos. 6,2,< 25%,805,Keli Shaffer,825,Write-In,20
General_2023,City Council,MEDICAL LAKE,Pos. 7,2,< 25%,830,Chad Pritchard,846,Write-In,16
General_2023,City Council,MEDINA,Pos. 2,24,< 25%,470,Harini Gokul,473,Write-In,3
General_2023,City Council,MEDINA,Pos. 4,24,< 25%,458,Michael Luis,462,Write-In,4
General_2023,City Council,MEDINA,Pos. 6,24,< 25%,401,Joseph Brazen,422,Write-In,21
General_2023,City Council,MERCER ISLAND,Pos. 1,149,< 25%,5597,Dave Rosenbaum,5664,Write-In,67
General_2023,City Council,MERCER ISLAND,Pos. 3,149,< 25%,5642,Wendy Weiker,5723,Write-In,81
General_2023,City Council,MERCER ISLAND,Pos. 5,149,< 25%,998,Craig Reynolds,4485,Michael D. Curry,3487
General_2023,City Council,MERCER ISLAND,Pos. 7,149,< 25%,4623,Jake Jacobson,6219,Andrew B. Friedman,1596
General_2023,City Council,MESA,Pos. 2,1,< 25%,28,Agustin Garcia,29,Write-In,1
General_2023,City Council,MESA,Pos. 3,1,< 25%,30,Brandon Eveland,30,Write-In,0
General_2023,City Council,MESA,Pos. 4,1,< 25%,28,Jay Michael Dillard,28,Write-In,0
General_2023,City Council,METALINE,Pos. 3,0,< 25%,62,Jade MacArthur,63,Write-In,1
General_2023,City Council,METALINE,Pos. 3,0,< 25%,48,Samuel McGeorge,56,Write-In,8
General_2023,City Council,METALINE,Pos. 4,0,< 25%,31,Mike Flanagan,51,Liam Reagan,20
General_2023,City Council,METALINE,Pos. 5,0,< 25%,42,Richard Reiber,59,William Bisson,17
General_2023,City Council,METALINE,Pos. 5,0,< 25%,51,Tessin Maxwell,57,Write-In,6
General_2023,City Council,MILL CREEK,Pos. 6,217,< 25%,3491,Melissa Duque,3679,Write-In,188
General_2023,City Council,MILL CREEK,Pos. 7,217,< 25%,3452,Sean Paddock,3628,Write-In,176
General_2023,City Council,MILL CREEK,Pos. 5,217,> 50%,82,Vincent J. Cavaleri,2457,Tannis Golebiewski,2375
General_2023,City Council,MILLWOOD,Pos. 3,0,< 25%,117,Kelly Stravens,279,Write-In,162
General_2023,City Council,MILLWOOD,Pos. 4,0,< 25%,340,Andy Van Hees,353,Write-In,13
General_2023,City Council,MILLWOOD,Pos. 5,0,< 25%,103,Shaun Culler,265,Write-In,162
General_2023,City Council,MILTON,Pos. 2,12,< 25%,53,Michael Ulrich,53,Write-In,0
General_2023,City Council,MILTON,Pos. 3,12,< 25%,51,Andrea L Adams,52,Write-In,1
General_2023,City Council,MILTON,Pos. 4,12,< 25%,51,Karin Vail,51,Write-In,0
General_2023,City Council,MILTON,Pos. 4,12,< 25%,1179,Tim Ceder,1203,Write-In,24
General_2023,City Council,MILTON,Pos. 6,12,< 25%,1113,Frances Hall,1150,Write-In,37
